"city","state","median_home_value"
"Bay Saint Louis","MS","236958"
"Duson","LA","216708"
"Altus","OK","106431"
"Ephrata","WA","323667"
"Grants","NM","154827"
"Hazel Green","AL","262793"
"New Providence","NJ","990084"
"Portales","NM","134844"
"Thompsons Station","TN","743414"
"Hazel Crest","IL","174812"
"Port Jervis","NY","310671"
"Alma","MI","162540"
"Mims","FL","391511"
"Holly Hill","FL","197817"
"Coto de Caza","CA","2004546"
"Monaca","PA","209283"
"Reedsburg","WI","303020"
"Moulton","AL","226015"
"Saraland","AL","233993"
"Moody","AL","259875"
"Hartsdale","NY","713086"
"Luray","VA","311362"
"Morehead City","NC","410236"
"Blue Ash","OH","447598"
"Manistee","MI","257759"
"Gardendale","AL","266523"
"Chicago Ridge","IL","222482"
"Centerton","AR","349882"
"Eatontown","NJ","619848"
"North Aurora","IL","395208"
"La Grange Park","IL","480916"
"Glenn Heights","TX","330035"
"Middlebury","IN","375465"
"Ammon","ID","416580"
"Woodruff","SC","284467"
"Canastota","NY","217911"
"Lincolnia","VA","711933"
"Haysville","KS","207754"
"Newman","CA","438320"
"Santa Rosa Beach","FL","877164"
"Charlton","MA","525168"
"Wilkesboro","NC","269956"
"Cave Creek","AZ","1054562"
"Woodmere","NY","1344334"
"Fort Gratiot","MI","262949"
"Glenolden","PA","241350"
"Seabrook","TX","348376"
"Fairless Hills","PA","425755"
"Blue Ridge","GA","506554"
"Westview","FL","468193"
"Black Mountain","NC","463739"
"Harpers Ferry","WV","397268"
"Leon Valley","TX","262385"
"Kenton","OH","174694"
"Granite Falls","NC","274136"
"Yadkinville","NC","249861"
"Lander","WY","369881"
"Triangle","VA","575288"
"Snoqualmie","WA","1122657"
"Burr Ridge","IL","828471"
"Ketchikan","AK","397251"
"West Point","MS","143439"
"Keyport","NJ","498250"
"Taos","NM","439303"
"New Fairfield","CT","580329"
"Fredonia","NY","204763"
"Justice","IL","289465"
"Bay Village","OH","410254"
"Sandston","VA","315975"
"Blanchard","OK","319913"
"South Daytona","FL","244952"
"Cheraw","SC","156880"
"Le Mars","IA","275107"
"California","MD","395836"
"Woodland Park","NJ","648176"
"Camano Island","WA","729152"
"Glenpool","OK","242874"
"Perkinston","MS","221827"
"Sharonville","OH","284334"
"Snow Hill","NC","180047"
"Flanders","NJ","654973"
"Hornell","NY","109104"
"Rock Falls","IL","114964"
"Berkeley Heights","NJ","948332"
"Sealy","TX","373692"
"Ridgefield Park","NJ","580536"
"Paradise Valley","AZ","3474597"
"Platte City","MO","396583"
"Lincolnwood","IL","542075"
"Zapata","TX","134522"
"Rayville","LA","172458"
"Lake Forest Park","WA","1054029"
"Loxley","AL","287472"
"Kendall Park","NJ","728058"
"Medway","MA","718209"
"Narragansett","RI","838221"
"Poteau","OK","186457"
"Cadiz","KY","132509"
"Apollo","PA","186046"
"Hueytown","AL","163400"
"Liberty Lake","WA","558764"
"Western Springs","IL","863783"
"White City","OR","353969"
"Hughson","CA","551115"
"Cheboygan","MI","224347"
"Chappaqua","NY","1435562"
"Mounds View","MN","341297"
"Gridley","CA","352300"
"Lamont","CA","250706"
"North Adams","MA","252589"
"North Branch","MN","349510"
"Rochelle","IL","187170"
"Isanti","MN","328360"
"Price","UT","310716"
"Chesterton","IN","340855"
"Waseca","MN","241937"
"Kingstree","SC","113951"
"Keystone Heights","FL","281199"
"Cedar Grove","NJ","758806"
"Kewanee","IL","76580"
"Soldotna","AK","356405"
"Waddell","AZ","515477"
"East Islip","NY","704342"
"Paola","KS","371666"
"Belle Vernon","PA","202372"
"West Grove","PA","480581"
"Fort Stockton","TX","173273"
"Vadnais Heights","MN","370284"
"South Boston","VA","149172"
"Bangor Township","MI","205481"
"Slatington","PA","336911"
"Elkins","WV","166143"
"Hailey","ID","900673"
"Pella","IA","351502"
"Conneaut","OH","141035"
"La Homa","TX","170455"
"Woodhaven","MI","266356"
"Elon","NC","350880"
"Milton Freewater","OR","304958"
"Spring Branch","TX","574790"
"Sainte Genevieve","MO","244019"
"Smithville","TN","285425"
"Sullivan","MO","203783"
"Amite","LA","173155"
"Penn Yan","NY","322361"
"Fords","NJ","531081"
"Lynnfield","MA","1089938"
"Mohnton","PA","389948"
"Honesdale","PA","292431"
"Big Rapids","MI","215285"
"Sandwich","MA","681450"
"Alcoa","TN","314718"
"Kershaw","SC","188502"
"Saltillo","MS","235070"
"Manorville","NY","704323"
"Ipswich","MA","842373"
"Bridgetown","OH","226098"
"Cadillac","MI","228847"
"Medfield","MA","1064861"
"Sausalito","CA","1505307"
"Grover Beach","CA","777111"
"Ortonville","MI","395407"
"Camp Verde","AZ","431372"
"Wauchula","FL","234280"
"Stony Point","NY","641384"
"Southwest Ranches","FL","1437706"
"Lumberton Township","NJ","490060"
"Craig","CO","304797"
"Markham","IL","148544"
"Osceola","IN","284142"
"Boyds","MD","836034"
"Smiths Station","AL","280274"
"Mercer","PA","217676"
"Dunlap","TN","273219"
"Delhi","CA","412864"
"Antigo","WI","172827"
"Wickliffe","OH","193210"
"Nevada","MO","160101"
"Manasquan","NJ","1158873"
"Honey Brook","PA","459746"
"Port Neches","TX","236950"
"Havana","FL","266641"
"San Marino","CA","2837216"
"Mountain City","TN","241182"
"Lucasville","OH","169889"
"West Carrollton","OH","175407"
"Nanticoke","PA","164941"
"Montoursville","PA","282566"
"Adelphi","MD","445258"
"Lonoke","AR","209535"
"South Haven","MI","368537"
"Southern Pines","NC","456116"
"Needville","TX","358706"
"Lecanto","FL","336009"
"Ellenton","FL","388625"
"Clarkesville","GA","385020"
"Hanceville","AL","212552"
"Brown Deer","WI","283653"
"Poplarville","MS","192130"
"Escalon","CA","601490"
"Kountze","TX","214122"
"Avenal","CA","257257"
"Leeds","AL","249223"
"Haddon Township","NJ","481093"
"Quarryville","PA","420676"
"Saint Clair","MI","311688"
"Napoleon","OH","209535"
"Pennsville","NJ","265745"
"Fort Madison","IA","109640"
"Thurmont","MD","397682"
"Elmer","NJ","345154"
"Helotes","TX","462259"
"River Ridge","LA","356834"
"Parsons","KS","78523"
"Bluff City","TN","268102"
"Wytheville","VA","223768"
"Forest Acres","SC","335524"
"Campton Hills","IL","666624"
"Attalla","AL","141964"
"Longs","SC","284683"
"North Smithfield","RI","507840"
"Rehoboth","MA","661458"
"Vermillion","SD","272882"
"Bound Brook","NJ","503148"
"Florham Park","NJ","1025256"
"Pecos","TX","169987"
"Hewitt","TX","297538"
"Sumner","WA","593648"
"Ishpeming","MI","182186"
"Cynthiana","KY","236040"
"Jersey Shore","PA","218448"
"Melvindale","MI","139402"
"North Saint Paul","MN","325856"
"Floyds Knobs","IN","400473"
"La Vernia","TX","492156"
"Wagoner","OK","183724"
"Felton","DE","388220"
"Emeryville","CA","448554"
"Splendora","TX","246204"
"Leicester","NC","429278"
"Geneseo","IL","238661"
"Spencer","IA","193031"
"Barnesville","GA","258106"
"Long Grove","IL","924481"
"Belding","MI","264511"
"New Carrollton","MD","399605"
"Windsor Locks","CT","327845"
"Tyngsboro","MA","650549"
"Elkview","WV","186621"
"Lanett","AL","123281"
"West Henrietta","NY","354036"
"Tillamook","OR","459171"
"Woodville","TX","153852"
"Lake Grove","NY","713790"
"Haverstraw","NY","444473"
"Hopatcong","NJ","447232"
"Melissa","TX","434769"
"Moseley","VA","617436"
"Northlake","IL","295901"
"Sumrall","MS","266987"
"Monmouth","OR","473961"
"Sellersville","PA","455394"
"Justin","TX","371851"
"Beebe","AR","210268"
"Etters","PA","316343"
"Chestertown","MD","388282"
"Frostproof","FL","216784"
"Berkeley Springs","WV","311722"
"Destrehan","LA","296023"
"Grand Terrace","CA","587468"
"Prince Frederick","MD","477076"
"Hasbrouck Heights","NJ","709659"
"Canal Fulton","OH","262126"
"Brattleboro","VT","314813"
"Babylon","NY","720476"
"Keithville","LA","217731"
"Mogadore","OH","257496"
"Saint James","NY","732090"
"Bushnell","FL","294554"
"Haslett","MI","306553"
"New Oxford","PA","305701"
"Walden","NY","412020"
"Kennett","MO","111347"
"Tarrytown","NY","844690"
"New Baltimore","MI","354733"
"Ocklawaha","FL","242569"
"Camdenton","MO","300788"
"Rehoboth Beach","DE","797506"
"Maxton","NC","105710"
"Lake Elmo","MN","618480"
"Fredericktown","MO","174417"
"Wrentham","MA","763393"
"Avocado Heights","CA","836338"
"Glen Rock","NJ","1056914"
"DeMotte","IN","305426"
"Pine Bush","NY","435304"
"Pennington","NJ","675381"
"Havre","MT","232554"
"Vineyard","UT","525876"
"Bellefontaine Neighbors","MO","102415"
"Timmonsville","SC","177531"
"Keokuk","IA","80981"
"Pass Christian","MS","302881"
"Garnet Valley","PA","688724"
"River Edge","NJ","839655"
"Pagosa Springs","CO","560344"
"Chubbuck","ID","379219"
"Hertford","NC","281156"
"Lake Station","IN","151774"
"Littlerock","CA","468613"
"Princess Anne","MD","225499"
"Prince George","VA","347021"
"Sugar Grove","IL","445737"
"Plattsmouth","NE","306416"
"Frostburg","MD","176235"
"Harrah","OK","244396"
"Florida City","FL","372464"
"Calimesa","CA","566185"
"Lakeport","CA","354203"
"Somersworth","NH","439895"
"Barnhart","MO","284247"
"Boonton","NJ","667780"
"Erwin","TN","223111"
"Bellmawr","NJ","310586"
"Star","ID","577031"
"Stilwell","OK","158472"
"Cushing","OK","140272"
"Maiden","NC","303776"
"Athol","MA","331866"
"Oneida","NY","209146"
"Mauldin","SC","297318"
"Palos Verdes Estates","CA","2763820"
"Wanaque","NJ","507937"
"Tecumseh","MI","254886"
"Blair","NE","351845"
"Highlands","TX","220546"
"Dudley","MA","460811"
"Heber Springs","AR","248325"
"Ridge","NY","502911"
"Marengo","IL","349012"
"Caro","MI","179051"
"Robinson","TX","300374"
"Rupert","ID","326313"
"Coarsegold","CA","425998"
"Hawley","PA","316603"
"Albion","MI","137319"
"Haiku","HI","1293094"
"El Sobrante","CA","680953"
"Guttenberg","NJ","416701"
"Round Lake","IL","319867"
"Oak Grove","MO","291503"
"Dallastown","PA","275715"
"Red Springs","NC","105558"
"Firestone","CO","570742"
"Cleves","OH","362123"
"Mosinee","WI","300543"
"Atoka","TN","350767"
"Duvall","WA","980302"
"Stallings","NC","461633"
"River Forest","IL","716652"
"Monongahela","PA","148471"
"Littlestown","PA","339261"
"Big Bear City","CA","395851"
"Saint Ann","MO","157310"
"Breinigsville","PA","478432"
"Thief River Falls","MN","184519"
"Russell Springs","KY","160154"
"Walnut Cove","NC","238799"
"Landenberg","PA","641538"
"Cornelia","GA","303506"
"Vernon","TX","98769"
"Palmerton","PA","254962"
"Seven Hills","OH","299505"
"Marco Island","FL","865675"
"Orosi","CA","305833"
"Amory","MS","157258"
"Scappoose","OR","489282"
"Spring City","PA","502490"
"Strasburg","VA","346089"
"California City","CA","276563"
"Center","TX","198363"
"Lower Burrell","PA","200396"
"Troutman","NC","396169"
"Poquoson","VA","462480"
"Milan","TN","181686"
"South Point","OH","157889"
"Lunenburg","MA","543071"
"Brandenburg","KY","295323"
"Kelseyville","CA","350996"
"Gloucester City","NJ","237280"
"Nappanee","IN","288904"
"Pennsburg","PA","414670"
"Pepperell","MA","599747"
"Ringwood","NJ","596571"
"Rushville","IN","202258"
"Woods Cross","UT","531313"
"Kosciusko","MS","113939"
"East Rockaway","NY","735012"
"Keyser","WV","173916"
"Signal Hill","CA","708079"
"Tylertown","MS","151094"
"Moneta","VA","546840"
"Mapleton","UT","730777"
"Greenlawn","NY","822698"
"Mendota Heights","MN","562137"
"East Grand Rapids","MI","664184"
"Hamburg","PA","294604"
"Cullowhee","NC","417709"
"Grosse Pointe Park","MI","502195"
"Orono","ME","299516"
"Troutville","VA","342660"
"Yeadon","PA","228207"
"Richton Park","IL","214233"
"Swarthmore","PA","467860"
"Bernalillo","NM","347987"
"Newaygo","MI","269677"
"Clawson","MI","286026"
"Rockwood","TN","230191"
"Stafford Springs","CT","334109"
"New Boston","TX","177756"
"Tell City","IN","181285"
"Cloquet","MN","256234"
"La Pine","OR","407265"
"Fife","WA","557639"
"Fort Scott","KS","127119"
"Gold Canyon","AZ","488772"
"McCordsville","IN","375788"
"Chesterland","OH","370193"
"Crystal Springs","MS","132236"
"Wallington","NJ","673350"
"Crandall","TX","269919"
"Middlesboro","KY","114803"
"Windber","PA","111901"
"Lyman","SC","303651"
"Katonah","NY","1082582"
"Walhalla","SC","230203"
"Cuero","TX","220762"
"Estacada","OR","540538"
"Indian Head","MD","345309"
"Schuylkill Haven","PA","231981"
"Thermal","CA","300270"
"Marshville","NC","336431"
"Dry Ridge","KY","297947"
"Metropolis","IL","117765"
"Vinita","OK","193538"
"Bath","MI","338016"
"Rocky Point","NC","369242"
"Argyle","TX","594342"
"Mahomet","IL","339545"
"Frankford","DE","475348"
"Green River","WY","291843"
"Edenton","NC","235907"
"Romeo","MI","423748"
"Doctor Phillips","FL","535977"
"Miles City","MT","243450"
"Creswell","OR","468604"
"View Park-Windsor Hills","CA","1238010"
"Ione","CA","464966"
"Sunland Park","NM","223741"
"Belfair","WA","480716"
"Brooklyn","OH","201508"
"Solana Beach","CA","2183118"
"Hallsville","TX","294108"
"Walkersville","MD","466394"
"Little Ferry","NJ","585493"
"Kennebunk","ME","620454"
"Coral Hills","MD","325779"
"Dobbs Ferry","NY","975067"
"Big Stone Gap","VA","140137"
"Newcastle","WA","1424187"
"Tonganoxie","KS","373875"
"Sierra Madre","CA","1437492"
"Manteno","IL","307923"
"Carver","MA","582665"
"Sinton","TX","161876"
"Brownfield","TX","121914"
"Channahon","IL","374127"
"Leola","PA","400695"
"Hellertown","PA","371619"
"Finksburg","MD","562624"
"Aspen","CO","3535613"
"Wheelersburg","OH","191450"
"Lacombe","LA","213489"
"La Riviera","CA","479436"
"Cahokia","IL","51367"
"Schiller Park","IL","305084"
"Falling Waters","WV","316022"
"Stevensville","MT","614349"
"Macedonia","OH","339074"
"Wilton Manors","FL","576125"
"Flat Rock","NC","464129"
"Norwell","MA","1044541"
"Villas","NJ","395496"
"Delphos","OH","195169"
"Sylvester","GA","172687"
"Flossmoor","IL","327346"
"Bishopville","SC","128136"
"Corryton","TN","332914"
"Bellville","TX","431032"
"Hohenwald","TN","246422"
"Adel","IA","390598"
"Burkburnett","TX","179063"
"Pompton Lakes","NJ","548025"
"Taneytown","MD","395402"
"Callaway","FL","260914"
"High Springs","FL","330417"
"Breckenridge","CO","1198068"
"Southampton","NY","2163751"
"Elkmont","AL","264021"
"Little Canada","MN","362746"
"Gypsum","CO","699183"
"Falmouth","ME","888727"
"Endwell","NY","213690"
"Lindon","UT","726560"
"Carterville","IL","178566"
"Franklin Lakes","NJ","1557852"
"Capitol Heights","MD","326172"
"Somers","WI","377740"
"Elkin","NC","227761"
"Henryetta","OK","110363"
"Conley","GA","226497"
"Clyde","NC","334321"
"Dalhart","TX","190583"
"Swainsboro","GA","129027"
"Itasca","IL","443025"
"Granby","CT","479134"
"La Junta","CO","158563"
"Carleton","MI","322605"
"Wells","ME","578907"
"Bedford Heights","OH","190891"
"Elwood","IN","148429"
"Hitchcock","TX","214107"
"Macedon","NY","318055"
"Munhall","PA","147110"
"Hayes","VA","364123"
"West Caldwell","NJ","791140"
"Henrietta","NY","299724"
"Benton City","WA","427429"
"Mount Kisco","NY","688450"
"Payette","ID","368362"
"Wilmer","AL","199075"
"Cottondale","AL","173432"
"Ridley Park","PA","309370"
"Cocoa Beach","FL","456921"
"Edinboro","PA","288726"
"Belpre","OH","185228"
"Duncansville","PA","226966"
"Cochran","GA","168540"
"Manville","NJ","476361"
"Polson","MT","560671"
"Franklinville","NJ","373407"
"Knox","IN","221439"
"Tamaqua","PA","153115"
"Ahoskie","NC","120964"
"Jamul","CA","1027046"
"Ruckersville","VA","395258"
"Grinnell","IA","208194"
"Byram","MS","222108"
"Totowa","NJ","659952"
"Crossett","AR","80989"
"Chapmanville","WV","151847"
"Cloverdale","CA","636216"
"Raymond","NH","484908"
"Merriam","KS","326709"
"Columbiana","OH","244161"
"Wellsboro","PA","248275"
"Dupont","WA","557444"
"Templeton","CA","948488"
"Stuarts Draft","VA","348986"
"West Frankfort","IL","87998"
"Millstone Township","NJ","934090"
"Interlachen","FL","169099"
"Social Circle","GA","361857"
"Beach Park","IL","290148"
"Richmond Heights","OH","239479"
"Mount Sinai","NY","752201"
"Atco","NJ","360473"
"Woodbine","MD","812878"
"Taylorville","IL","131270"
"Ridgeville","SC","363928"
"Corte Madera","CA","1838958"
"Muscoy","CA","454780"
"Laurinburg","NC","143608"
"Vale","NC","292202"
"Graniteville","SC","278629"
"Odenville","AL","251925"
"Westwood Lake","FL","656530"
"Haleyville","AL","129172"
"Maynard","MA","606495"
"Glen Head","NY","1331236"
"Owings","MD","618126"
"Jeanerette","LA","90317"
"Millersville","PA","353092"
"Warr Acres","OK","180177"
"Buhl","ID","373654"
"Park Rapids","MN","314805"
"Catlettsburg","KY","137922"
"Preston","ID","431655"
"Rancho Santa Fe","CA","4316489"
"Newville","PA","317098"
"Moberly","MO","158147"
"Jordan","MN","437126"
"Monitor","MI","226678"
"Summersville","WV","188561"
"Old Town","FL","216427"
"Rising Sun","MD","399138"
"Somers Point","NJ","419053"
"Morro Bay","CA","955622"
"Sayre","PA","193071"
"Harlem","GA","292920"
"Lighthouse Point","FL","762810"
"Castle Pines","CO","895088"
"Ashville","OH","358546"
"North Mankato","MN","310329"
"Boonsboro","MD","405553"
"Hardeeville","SC","426445"
"Bemidji","MN","213684"
"Devils Lake","ND","236273"
"Ambridge","PA","135994"
"Highland Mills","NY","532832"
"Wood River","IL","127547"
"Gray Court","SC","208350"
"Kenai","AK","319496"
"Acushnet","MA","524299"
"Fennville","MI","371290"
"Clute","TX","190207"
"Corry","PA","150126"
"Moyock","NC","494251"
"Galloway","OH","353963"
"Hanson","MA","605148"
"Shallotte","NC","320250"
"Chanute","KS","96749"
"Indiantown","FL","274761"
"Rustburg","VA","281729"
"Ebensburg","PA","187421"
"Crockett","TX","185185"
"West Athens","CA","743864"
"Mc Gregor","TX","236150"
"East Hanover Township","NJ","868004"
"Bohemia","NY","684630"
"Lake Arbor","MD","419529"
"Tremonton","UT","431066"
"South Beloit","IL","233139"
"Hampshire","IL","407967"
"Discovery Bay","CA","796173"
"Robstown","TX","113142"
"Tequesta","FL","636088"
"Salida","CA","489601"
"Tyrone","GA","526789"
"Garden Acres","CA","366214"
"Old Saybrook","CT","667674"
"Blanchester","OH","263752"
"Airmont","NY","963994"
"Terry","MS","258953"
"Tiburon","CA","3020895"
"Bladensburg","MD","317188"
"Harwich","MA","742682"
"Collins","MS","151509"
"Tunkhannock","PA","233057"
"Winchendon","MA","398630"
"West Branch","MI","213578"
"Buchanan","WI","414041"
"Miller Place","NY","719849"
"Rio Vista","CA","464118"
"Shasta Lake","CA","297949"
"South Huntington","NY","705963"
"House Springs","MO","268810"
"Iron Mountain","MI","182105"
"Gunnison","CO","620585"
"Nicholls","GA","163366"
"Elma","WA","366144"
"Cayce","SC","210165"
"Colts Neck Township","NJ","1294747"
"Mifflinburg","PA","281199"
"Westgate-Belvedere Homes","FL","376216"
"Delbarton","WV","80552"
"Camilla","GA","155383"
"Stayton","OR","463064"
"Galena Park","TX","160586"
"Marksville","LA","122273"
"Dobson","NC","251690"
"Blacklick Estates","OH","210331"
"Peculiar","MO","357230"
"Pine Grove","PA","252839"
"Southborough","MA","952610"
"Tega Cay","SC","611048"
"Meadow Lakes","AK","383626"
"Bala-Cynwyd","PA","672206"
"Prestonsburg","KY","132092"
"Whitwell","TN","225356"
"Prairie Grove","AR","317577"
"Stokesdale","NC","386451"
"Mascoutah","IL","264429"
"Gustine","CA","423282"
"Edwards","CO","1737961"
"Woodlake","CA","332363"
"Bassett","VA","131258"
"Stansbury Park","UT","514642"
"River Grove","IL","300774"
"Menominee","MI","167970"
"Hamlet","NC","129886"
"Pearsall","TX","148945"
"Atlantic Beach","FL","704117"
"Cotati","CA","727231"
"Lake Alfred","FL","307548"
"Salyersville","KY","120084"
"Magalia","CA","271011"
"East Grand Forks","MN","284569"
"Donaldsonville","LA","164852"
"Coeburn","VA","115351"
"Colbert","WA","592568"
"Archer","FL","367631"
"Ravenswood","WV","179946"
"Lafayette Hill","PA","640407"
"Kinnelon","NJ","836759"
"Somerdale","NJ","346044"
"Bethalto","IL","197189"
